B_Ion,A_Ion,C_Ion,AntiSolvent,Cell_Area,Solv_Anneal,HTL,Bandgap,Solvents,Backcontact,ETL,Synth_Atm,Dep_Procedure,Is_Module,Anneal_Temp,PCE,Voc,Jsc,FF
Pb,MA,I,0,0.4,0,Spiro-MeOTAD,1.59,DMF,Ag,TiO2-c | TiO2-nw,Unknown,Spin-coating,0,100,5.83,,,
Pb,Cs,Br; I,0,,0,Spiro-OMeTAD,1.91,DMSO,Au,SnO2-c,N2,Spin-coating,0,280,14.1,1.19,14.9,0.795
Bi,Cs; Ag,I,0,,0,PDBD-T,1.86,Unknown,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating >> Spin-coating,0,,1.64,0.76,4.86,0.444
Pb,MA,I,1,0.13,1,Spiro-MeOTAD,1.6,DMF; DMSO,Au,TiO2-c,Unknown,Spin-coating,0,100,12.5,1.01,19.6,0.628
Pb,FA; MA,Br; I,0,0.09,0,Spiro-MeOTAD,,DMF; DMSO,Au,TiO2-c | TiO2-mp,N2,Spin-coating,0,,18,1.061,23.08,0.734
Pb,FA; MA,Br; I,1,0.09,0,Spiro-MeOTAD,,DMF; DMSO,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating,0,,10.73,0.95,16.71,0.676
Pb,FA,Br; I,0,0.1,0,PEDOT:PSS,1.6,DMF >> IPA,Al,PCBM-60,Unknown,Spin-coating >> Spin-coating,0,,,,,
Mn; Pb,MA,I,0,0.0314,0,PEDOT:PSS,,Unknown,Ag,PCBM-60 | bis-C60,Unknown,Dropcasting,0,,5.2,0.56,14.4,0.64
Pb,Cs; FA; MA; Rb,Br; I,0,,0,NiO,1.68,Unknown,Unknown,BCP | PCBM-60,Unknown,Unknown,0,,20.11,1.207,20.98,0.794
Pb; Sn,FA; MA,I,0,,0,Spiro-OMeTAD,1.25,Chlorobenzene,Au,C60,N2 >> N2,Antisolvent-quenching >> Spin-coating,0,,21.02,0.83,32.34,0.7798
Pb,MA,I,1,0.1,0,Spiro-MeOTAD,1.6,DMSO; GBL,Ag,ZnO-nw,Unknown,Spin-coating,0,100,13.6,1,19,0.716
Pb,FA; MA,Br; I,1,0.09,0,AQ310 | Spiro-MeOTAD,1.6,DMF; DMSO,Ag,TiO2-c | TiO2-mp,Unknown,Spin-coating,0,100,17.35,1.11,21.36,0.73
Pb,MA,I,0,0.04,0,PCDTBT1,1.6,DMF; DMSO >> IPA,MoO3 | Au,TiO2-c | PCBM-60,N2 >> N2,Spin-coating >> Spin-coating,0,,19.75,1.13,22.31,0.783
Pb,MA,I,0,0.125,0,Spiro-MeOTAD,1.6,GBL >> none,Ag,TiO2-c,Unknown >> Pyridine,Spin-coating >> Recrystallization,0,,17.9,1.15,22,0.71
Pb; Sn,MA,I,0,0.04,0,PEDOT:PSS,,DMF,Ag,PCBM-60 | Phen-NaDPO,Unknown,Spin-coating,0,,10.3,0.66,23.3,0.671
Pb,MA,I,0,,0,Spiro-OMeTAD,1.55,Unknown,Unknown,SnO2-c,Ambient air,Spin-coating,0,,20.29,1.152,23,0.766
Pb,Cs; FA; MA,Br; I,1,,0,CuSCN,1.55,DMF; DMSO,Carbon,SnS2/SnS,N2,Spin-coating,0,100,15.38,1.07,23.56,0.61
Pb,MA,I,1,1.02,1,Spiro-MeOTAD,1.6,DMSO,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating,0,100,14.9,1.04,21,0.69
Pb,FA; MA,Br; I,1,0.16,0,Spiro-MeOTAD,,DMF; DMSO,Au,TiO2-c | TiO2-mp,N2,Spin-coating,0,100,15.48,1.12,19.2,0.72
Pb,MA,I,0,0.06,0,Spiro-MeOTAD,1.6,DMF; DMSO >> IPA,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating >> Spin-coating,0,,15.08,1.02,21.4,0.68
Pb,BA; Cs; MA,I,0,0.1058,0,MoO3 | PEDOT:PSS,1.63,DMSO; GBL,Ag,PCBM-60 | BCP,N2,Spin-coating,0,,12.74,1.01,16.21,0.69
Pb,MA,I,1,0.09,0,NiO-c,1.6,DMSO; GBL,Ag,PCBM-60 | BCP,N2,Spin-coating,0,70,,0.94,20.2,
Pb,MA,I,1,0.04,0,PEDOT:PSS,1.6,DMSO; GBL,Al,PCBM-60 | LiF,Unknown,Spin-coating,0,100,14.6,0.96,18.4,0.82
Pb,MA,I,0,0.1,0,PEDOT:PSS,1.6,DMF,Al,PCBM-60,N2,Spin-coating,0,75,10.1,0.93,17.9,0.603
Pb,(PyrEA),I,0,0.09,0,Spiro-MeOTAD,2.48,DMF,Au,TiO2-c | TiO2-mp,N2,Spin-coating,0,130,1.3,0.8,2.49,0.655
Pb,FA; MA,Br; I,0,0.0676,0,Spiro-MeOTAD,,DMF; DMSO >> IPA,MoO3 | Au,SnO2-np | PCBM-60,Unknown,Spin-coating >> Spin-coating,0,,16,1.11,21.3,0.68
Pb,FA; MA,Br; I,0,,0,Spiro-OMeTAD,1.551,Unknown,ITO | Au,SnO2-c,Unknown,Unknown,0,,24.7,1.172,25.45,0.828
Pb,MA,I,0,0.1,0,Spiro-MeOTAD,1.6,DMSO >> IPA,Ag,ZnO-c | PCBM-70,N2 >> N2,Spin-coating >> CBD,0,,12.4,0.981,19.4,0.652
Pb,FA; MA,Br; I,1,0.09,0,P3HT,,DMF; DMSO,Au,TiO2-c | TiO2-mp,Air,Spin-coating,0,100,,,,
Pb,MA,I,0,0.11,0,HMe2Pc,1.6,Unknown,Au,SnO2-c,Unknown,Spin-coating,0,,14.9,1.035,21.28,0.708
Sn,Cs; FA,I,0,,0,PEDOT:PSS,1.35,Unknown,Unknown,GBG-ZnMgO,Unknown,Unknown,0,,19.51,0.89,30.77,0.7067
Pb; Sn,MA,Br; I,1,0.04,0,PEDOT:PSS,1.26,DMF; DMSO,Ag,PCBM-60,N2,Spin-coating,0,80,11.9,0.78,20.95,0.73
Pb,MA,I,0,0.13,0,none,1.59,GBL,Carbon,TiO2-c | TiO2-mp | ZrO2-mp,Air,Drop-infiltration,0,50,10.2,0.879,18,0.65
Unknown,Unknown,Unknown,1,,0,PTB7,,toluene,MoOx | Ag,ZnO,Ambient air >> Ambient air,Spin-coating >> Antisolvent-quenching,0,100,5.94,0.52,18.39,0.62
Pb,FA; MA,Br; I,1,0.126,0,none,,DMF; DMSO,Au,TiO2-c | TiO2-mp,Ar,Spin-coating,0,100,3,0.014,0.52,0.42
Pb,MA,I,1,0.09,0,Spiro-MeOTAD,1.6,DMF; DMSO,Au,TiO2-c,Unknown,Spin-coating,0,100,15.9,1.03,19.8,0.778
Pb,MA,I,0,0.49,0,none,1.6,GBL,Carbon | Ag,TiO2-c | TiO2-mp | ZrO2-mp,Unknown,Drop-infiltration,0,50,0.3,0.71,0.8,0.472
Pb,MA,I,0,0.1,1,PEDOT:PSS,1.6,DMF,Al,PCBM-60 | BCP,Unknown,Spin-coating,0,100,5,0.95,13.9,0.37
Pb,MA,I,0,0.07,0,none,1.6,DMF >> IPA,Carbon,TiO2-c | TiO2-mp,Air >> Air,Spin-coating >> CBD,0,,7.17,0.98,15.91,0.46
Pb,MA,I,0,0.12,0,PEDOT:PSS,1.6,DMF >> IPA,Ag,Br-PDI | ZnO-np,Unknown,Spin-coating >> Spin-coating,0,,10.2,0.84,18.8,0.646
Pb,Cs; FA; MA,Br; I,0,,0,PTAA,1.71,Unknown,Unknown,C60 | BCP,Unknown,Unknown,0,,14.9,1.09,18.7,0.724
Pb,FA; MA,Br; I,1,0.25,1,Spiro-MeOTAD,,DMF; DMSO,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating,0,110,17,1.11,21.28,0.72
Co; Sn,Ba,O,0,,0,Unknown,2.83,Unknown,Unknown,Unknown,Unknown,Unknown,0,,7.72,0.808,14.763,0.65
Pb,MA,I,0,0.09,0,PEDOT:PSS,1.55,DMF,Al,PCBM-60,N2,Spin-coating,0,95,9.65,0.89,17.68,0.61
Pb,MA,I,0,0.04,0,PEDOT:PSS,1.6,DMF,Al,PCBM-60 | BCP | LiF,N2,Spin-coating,0,100,0.19,0.73,1.29,0.2
Pb,MA,I,1,0.1,0,Spiro-MeOTAD,1.6,DMF; DMSO,Ag,TiO2-c | TiO2-mp,Air,Spin-coating,0,100,15.6,1.037,20.91,0.687
Pb,MA,I,0,,0,Spiro-OMeTAD,1.6,Unknown,Unknown,TiO2-c | TiO2-mp,Unknown,Unknown,0,,17.8,1.089,20.41,0.8007
Pb,MA,I,1,0.1,0,Spiro-MeOTAD,1.6,DMF,Au,TiO2-c | TiO2-mp,Air,Spin-coating,0,100,18.72,1.09,22.2,0.781
Pb,BA; MA,I,0,0.05,0,PEDOT:PSS,,DMF,Al,PCBM-60 | LiF,Unknown,Spin-coating,0,,7.33,0.98,10.85,0.685
Pb,FA; MA,Br; I,1,0.09,0,NiO-c,,DMF; DMSO,Ag,PCBM-60 | ZnO-np,N2,Spin-coating,0,150,16.96,1.05,22.56,0.716
Pb,MA,I,1,0.09,0,PEDOT:PSS,1.56,DMSO; GBL,Au,C60 | BCP,N2,Spin-coating,0,100,10.02,0.95,17.07,0.63
Pb,(EDA); FA; MA,I,1,0.09,0,Spiro-MeOTAD,,DMF; DMSO,Au,SnO2-np,N2,Spin-coating,0,100,18.34,1.064,23.38,0.74
Pb,MA,I,0,,0,Spiro-OMeTAD,1.6,Unknown,Au,TiO2-c,Unknown,Unknown,0,,14.1,0.97,20.21,0.72
Pb,MA,I,0,0.1,0,Al2O3-mp | MeO-DATPA,1.6,DMF,Ag,TiO2-c | Al2O3-mp,N2,Spin-coating,0,100,8.8,0.96,16.41,0.56
Pb,MA,I,0,0.1,0,Spiro-MeOTAD,1.6,Unknown,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating >> Spin-coating,0,,11.7,0.9,20.4,0.636
Bi,Cs; Ag,I,0,,0,PDBD-T,,Unknown,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating >> Spin-coating,0,,2.32,0.69,6.54,0.51
Pb,MA,I,1,0.09,0,Spiro-MeOTAD,1.6,DMF; DMSO,Au,ZnO-np,Unknown,Spin-coating,0,,7.57,0.995,10.66,0.714
Pb,MA,I,0,0.09,0,Spiro-MeOTAD,1.54,DMF; DMSO,Au,PTO,Unknown,Spin-coating,0,100,7.2,0.766,18.017,0.522
Pb,Cs,Br; I,0,,0,Spiro-OMeTAD,1.88,Unknown,Au,TiO2-c,Ambient air,Spin-coating,0,150,9.64,1.03,12.52,0.7427
Pb,Cs; FA,I,1,,0,Spiro-OMeTAD,1.55,Unknown,Au,SnO2-c,N2,Spin-coating,0,,21.3,1.145,24.31,0.7651
Pb,MA,I,0,0.08,0,none,1.6,DMF >> DMF >> Cyclohexene; IPA,MWCNTs,TiO2-c | TiO2-mp,Air >> Air >> Air,Spin-coating >> Spin-coating >> CBD,0,,10.14,0.83,17.21,0.71
Pb,MA,I,0,0.04,0,PEDOT:PSS,1.6,DMF,Al,PCBM-60,Unknown,Spin-coating,0,100,13.97,1.1,16.69,0.761
Pb,Cs,I,0,,0,Spiro-OMeTAD,1.73,Unknown,Au,TiO2-c,Unknown,Unknown,0,,18.24,1.128,19.84,0.815
Pb,MA,I,0,0.1,0,PEDOT:PSS,1.6,DMF >> IPA,Ag,PCBM-70 | ZrO2,Unknown,Spin-coating >> Spin-coating,0,,7.12,0.79,16.79,0.537
Pb,FA,I,0,0.12,0,Spiro-MeOTAD,1.54,DMF >> IPA,Ag,TiO2-np | C70,Ar >> Ar,Spin-coating >> Spin-coating,0,,18.28,1.07,23.1,0.738
Pb,MA,I,1,0.09,0,NiMgLiO,1.6,DMSO; GBL,Ag,PCBM-60 | BCP,Unknown,Spin-coating,0,100,16.81,1.067,21.349,0.738
Pb,MA,I,1,0.1,0,Spiro-MeOTAD,1.6,DMF,Au,TiO2-c | Al2O3-mp,N2,Spin-coating,0,100,12.5,1.01,21,0.58
Sn,FA,I,0,,0,NiOx | TPA-T-PA (2),1.3,Unknown,Ag,C60 | BCP,N2,Spin-coating,0,,5.15,,,
Cu; Pb,MA,Cl; I,1,,0,PTAA,1.6,DMF >> IPA,Ag,PCBM-60,N2 >> N2,Spin-coating >> Antisolvent-quenching,0,100,9.69,0.95,15.32,0.67
Pb,MA,I,0,0.1,0,Spiro-MeOTAD,1.6,DMF; DMSO >> IPA,Au,TiO2-c | PCBM-60,Air >> Air,Spin-coating >> Spin-coating,0,,16.03,1.13,19.73,0.719
Pb,Cs; FA; MA,Br; I,1,0.16,0,Spiro-MeOTAD,1.62,DMF; DMSO,Au,SnO2-c,Unknown,Spin-coating,0,100,19.5,1.14,21.72,0.76
Pb,MA,I,0,0.05725,0,V2O5 | PEDOT:PSS,1.6,DMF,Ag,PCBM-60,N2,Spin-coating,0,100,11.23,0.88,20.97,0.64
Pb,MA,I,0,0.1,0,none,1.6,DMF >> IPA,Metal,none,Unknown,Spin-coating >> CBD,0,,7.84,0.822,17.85,0.534
Sn,MA,Cl,0,0.1,0,PEO; KI; I2,2.5,DMF,Pt | FTO | SLG,TiO2-c | TiO2-mp,Unknown,Spin-coating,0,,0.17,0.48,0.2,0.65
Pb,MA,I,0,0.08,0,PEDOT:PSS,1.6,DMF,Au,PCBM-60,N2,Spin-coating,0,100,7.68,0.93,14.98,0.551
Pb,MA,I,1,0.12,0,Spiro-MeOTAD,1.6,DMF; DMSO,Au,TiO2-c | TiO2-mp,Air,Spin-coating,0,100,16.9,1.11,21.62,0.76
Pb,Cs; FA; MA,Br; I,1,0.1,0,Spiro-MeOTAD,,DMF; DMSO,Au,SnO2-np,Unknown,Spin-coating,0,,19.61,1.14,22.78,0.755
Pb,Cs,Br,0,0.06,0,Spiro-MeOTAD,,DMF,MoO3 | Al,TiO2-c,N2,Spin-coating,0,335,8.18,1.1,10.8,0.689
Pb,MA,I,1,,0,PTAA:F4TCNQ,1.55,DMF; DMSO,Ag,PCBM-60,Ambient air,Spin-coating,0,100,19.1,1.07,22.26,0.797
Pb,MA,I,0,0.075,0,Spiro-MeOTAD,1.6,DMF >> IPA,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating >> Spin-coating,0,,12.2,1.001,17.7,0.683
Pb,FA; MA,I,0,0.0883,0,Spiro-MeOTAD,,DMF; DMSO >> IPA,Au,In2O3-c,Air >> Air,Spin-coating >> Spin-coating,0,,21.73,1.137,24.25,0.795
Pb,FA; MA,Br; I,1,,0,Spiro-MeOTAD,1.63,DMF; DMSO,Au,SnO2-np,N2,Spin-coating,0,60,15.77,,,
Pb,FA; MA,I,0,,0,NiOx,1.55,DMF; DMSO >> isopropanol,Ag,C60,N2 >> N2,Spin-coating >> Spin-coating,0,,25.59,1.2,25.95,0.8229
Pb,FA,I,1,,0,M-PEDOT:PSS,1.48,DMF; DMSO,Ag,PCBM-60,Ambient air,Spin-coating,0,100,17.8,,,
Pb,(CIEA); MA,I,0,0.16,0,Spiro-MeOTAD,1.61,DMSO,Au,TiO2-c | TiO2-mp,N2,Spin-coating,0,100,17.45,1.07,22.2,0.736
Pb,MA,I,0,0.07,0,Spiro-MeOTAD,1.6,DMF,Ag,TiO2-c,N2,Spin-coating,0,95,3.6,0.847,8.42,0.496
Pb,Cs; FA; MA,Br; I,1,0.16,0,SnS,,DMF; DMSO,Au,TiO2-c | TiO2-mp,N2,Spin-coating,0,100,12.36,0.944,21.22,0.617
Pb,MA,I,0,,0,Spiro-OMeTAD,1.55,Unknown,Au,TiO2-c | TiO2-mp,Unknown,Unknown,0,,19.5,,,
Pb,FA; MA,Br; I,1,0.09,0,P3CT-Na,,DMF; DMSO,Ag,PDI-T | C60 | BCP,Unknown,Spin-coating,0,,20.41,1.092,22.35,0.836
Pb,Cs; FA; MA,Br; I,1,,0,Spiro-OMeTAD,1.55,DMF; DMSO,Au,SnO2/KF,Ambient air,Spin-coating,0,,18.16,1.14,22.03,0.7231
Pb; Sn,FA; MA,I,0,,0,PEDOT:PSS,1.23,Unknown,Unknown,PCBM-60 | BCP,Unknown,Unknown,0,,18.13,0.87,28.38,0.87
Pb,Cs; FA; MA,Br; I,1,0.1,0,Spiro-MeOTAD,1.6,DMF; DMSO,Au,SnO2-np | MSAPBS,Unknown,Spin-coating,0,120,21.18,1.19,22.84,0.779
Pb,Cs; FA; MA,Br; I,0,,0,NiOx | Me-4PAcz,1.57,Unknown,ITO | Ag,PC61BM | BCP,Unknown,Unknown,0,,21.82,1.11,24.76,0.7886
Pb,Cs,Br; I,0,0.0737,0,Spiro-MeOTAD,1.75,DMF; DMSO,Au,SnO2-np | LiF,N2,Spin-coating,0,170,16.96,1.16,18.53,0.788
Pb,MA,I,0,0.15,0,Spiro-MeOTAD,1.6,none >> IPA,Au,PEIE | C60,Vacuum >> N2,Evaporation >> Spin-coating,0,,14.8,1.03,18.2,0.736
Pb,MA,I,0,0.09,0,none,1.6,DMF >> DMF >> none,Au,TiO2-c,Air >> Air >> N2,Spin-coating >> Spin-coating >> Gas reaction,0,,7.74,0.74,18,0.58
Pb,Cs; FA,I,1,0.25,0,Spiro-MeOTAD,,DMF; DMSO,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating,0,130,14.6,1.03,22.21,0.64
Pb,MA,I,1,0.15,0,Spiro-MeOTAD,1.6,DMF >> IPA,Ag,TiO2-c,Air >> Air,Spin-coating >> Air brush spray,0,,14.9,1.05,19.3,0.74
Pb,MA,I,0,0.08,0,PEDOT:PSS,1.6,DMF,Ag,PCBM-60 | C60 | BCP,N2,Spin-coating,0,90,15.57,1.04,21.09,0.71
Pb,FA; MA,Br; I,0,,0,Spiro-OMeTAD,1.53,Unknown,ITO,Unknown,Unknown,Unknown,0,,20.28,,,
Pb,MA,I,0,0.159,0,Spiro-MeOTAD,1.6,DMF; DMSO,Au,TiO2-c | TiO2-mp,N2,Spin-coating,0,100,12.1,0.977,18.5,0.727
Pb,MA,I,0,,0,Unknown,1.57,Unknown,Carbon,TiO2-c | TiO2-mp,Ambient air,Spin-coating,0,,12.74,0.99,19.97,0.64
Pb,MA,I,1,0.1058,0,PEDOT:PSS,1.6,DMSO; GBL,Ag,PCBM-60 | PEI,Unknown,Spin-coating,0,95,15.2,0.96,20.1,0.78
Pb,Cs,Br,0,,0,Unknown,2.34,Unknown,Carbon,PbTiO3/TiO2,Unknown,Unknown,0,,6.88,1.22,9.04,0.624
Pb,MA,I,0,0.1,1,Spiro-MeOTAD,1.63,DMSO >> IPA,Au,TiO2-c,N2 >> N2,Spin-coating >> CBD,0,,12.34,1.039,19.71,0.609
Pb,Cs; FA; MA,Br; I,1,0.071,1,CuPc,,DMF; DMSO,Carbon,TiO2-c | SnO2-c,N2,Spin-coating,0,100,15.39,0.98,23.28,0.67
Pb,MA,I,0,0.09,0,PEDOT:PSS,1.6,DMF,Al,PCBM-60 | C60,Air,Spin-coating,0,100,9.75,0.93,17.44,0.6
Pb,MA,I,1,0.1,1,NiO-c | PTAA,1.6,DMF; DMSO,Ag,PCBM-60 | BCP,N2,Spin-coating,0,100,9.3,1.075,16.099,0.536
Pb,Cs; FA; MA,Br; I,1,0.09,0,NiMgLiO,,DMF; DMSO,Ag,PCBM-60 | BCP,Unknown,Spin-coating,0,150,16.62,1.03,21.98,0.734
Pb,Cs,Br; I,0,0.08,0,none,2.07,DMSO,Carbon,SnO2-np,N2,Spin-coating,0,,3.01,1.26,6.29,0.38
Pb,MA,I,0,0.1,0,Spiro-MeOTAD,1.56,Unknown,Ag,ZnO-c | ZnO-nanofibers | PEI,Unknown,Spin-coating >> CBD,0,,16.86,1,22.6,0.74
Pb,FA,I,0,,0,Spiro-OMeTAD,1.5,Unknown,Ag,SnO2 w/ 4-DB,Unknown,Unknown,0,,25.6,1.18,25.58,0.85
Pb,MA,I,0,0.1,0,P3TAA-co-P3HT,1.6,DMF; DMSO,Ag,TiO2-c | TiO2-mp,N2,Spin-coating,0,100,11.16,1.053,16.56,0.64
Pb,MA,I,0,0.1,0,Spiro-MeOTAD,1.61,none,Au,PCBM-60,Vacuum,Flash evaporation,0,,10.01,0.99,15.81,0.64
Pb; Sn,FA; MA,I,0,0.1,0,P3HT,1.2,DMF; DMSO,MoO3 | Ag,SnO2-np | C60-SAM,Unknown,Spin-coating,0,,9,0.48,28.7,0.66
Unknown,Unknown,Unknown,0,,0,Spiro-OMeTAD,,Unknown,Ag,TiO2-c | PCBM-60,Unknown,Unknown,0,,20.95,1.141,23.36,0.786
Bi; Sb,MA,I,0,0.09,0,Spiro-MeOTAD,,DMSO; GBL,Au,TiO2-c | TiO2-mp,Unknown,Spin-coating,0,80,0.1,0.59,0.27,0.64
Pb,MA,I,0,0.09,0,NiO-c,1.6,DMF; DMSO,Ag,PCBM-60 | BCP,Unknown,Spin-coating,0,100,19.82,1.13,22.49,0.78
Pb,FA; MA,I,1,0.12,0,Spiro-MeOTAD,1.5,DMF; DMSO,Au,nTi-MOF,Unknown,Spin-coating,0,,12.35,0.991,20.98,0.594
Pb,MA,I,0,0.04,0,Spiro-MeOTAD,1.6,DMF >> IPA,Ag,SnO2-np; ZnO-np,Unknown,Spin-coating >> CBD,0,,13.2,1.06,19.5,0.643
Pb,Cs; FA; MA,Br; I,0,,0,Spiro-OMeTAD,1.55,Unknown,Au,SnO2-c,Unknown,Unknown,0,,16.07,,,
Pb,Cs; FA; MA,Br; I,1,0.14,0,Oleylamine | Spiro-MeOTAD,1.61,DMF; DMSO,Au,TiO2-c,Dry air,Spin-coating,0,150,21.53,1.2,22.15,0.81
Pb,MA,I,0,0.107,0,none,1.6,GBL,Carbon,SnO2-c | TiO2-mp | ZrO2-mp,Unknown,Drop-infiltration,0,50,12.69,0.88,22.35,0.65
Pb,Cs,I,0,0.09,0,Spiro-MeOTAD,,DMF; DMSO,Au,TiO2-c | TiO2-mp,N2,Spin-coating,0,350,13.6,1.03,18.3,0.72
Pb; Sn,Cs; FA,I,0,,0,CzAn,1.21,Unknown,Cu,C60,Unknown,Unknown,0,,22.6,0.87,32.6,0.796
Pb,MA,I,0,0.1,0,PEDOT:PSS,1.6,DMF,Ag,PCBM-60 | BCP,Air,Spin-coating,0,90,16.8,1.03,21.1,0.771
Pb,MA,I,1,0.12,0,P3HT,1.6,DMF; DMSO,Au,PEIE | PCBM-60,Air,Spin-coating,0,,15.18,0.938,22.73,0.712
Pb,MA,I,0,0.1,0,Spiro-MeOTAD,1.6,DMF,Ag,TiO2-c | TiO2-mp,Unknown,Spin-coating,0,100,11.1,0.94,17.9,0.66
Pb,FA; MA,Br; I,1,0.059,0,PEDOT:PSS,,DMF; DMSO,Ag,PCBM-60 | bis-C60,Unknown,Spin-coating,0,100,16.62,0.99,21.67,0.77
Pb,MA,I,1,0.1,0,Spiro-MeOTAD,1.6,DMF; DMSO,Au,SnO2-np,N2,Spin-coating,0,130,17.5,1.08,21.39,0.758
Pb,MA,Br; I,1,0.08,0,PTAA,1.7,DMF; DMSO,Ag,PCBM-60 | BCP,Unknown,Spin-coating,0,100,18.4,1.14,20.3,0.796
Pb,MA,I,1,0.13,0,PEDOT:PSS,1.6,DMF; DMSO,Al,PCBM-60,N2,Spin-coating,0,100,0.4,0.35,4.5,0.26
Pb,MA,I,1,0.1,0,Spiro-MeOTAD,1.6,DMF,Au,TiO2-c,Unknown,Spin-coating,0,100,6.37,,,
Pb,FA; MA,Br; I,0,0.101,0,Spiro-MeOTAD,,DMF; DMSO >> IPA,Au,SnO2-np,N2 >> Ambient,Spin-coating >> Spin-coating,0,,16.02,1.01,22.33,0.71
Pb,Cs; FA,Br; I,0,,0,NiOx,1.55,Unknown,Ag,C60,Vacuum >> Vacuum >> Other,Thermal evaporation >> Thermal evaporation >> Vapor-solid reaction,0,,15.27,0.995,21.31,0.72
Pb; Zn,Cs,Br,0,0.1,0,none,,DMF >> Methanol,Carbon,TiO2-c | TiO2-mp,Ambient >> Ambient,Spin-coating >> Spin-coating,0,,7.66,1.485,6.34,0.813
Pb,MA,Br; I,0,0.1,0,Spiro-MeOTAD,1.76,DMF >> none,Au,TiO2-c | TiO2-mp,Air >> Air; MABr,Spin-coating >> Gas reaction,0,,8.56,1.07,12.22,0.65
Pb,Cs; FA; MA,Br; I,0,0.1,0,Spiro-MeOTAD,,DMF; DMSO >> IPA,Au,ZnO-c | ZnOS | TiO2-mp,Unknown,Spin-coating >> Spin-coating,0,,20.1,1.121,24.1,0.767
Sn,Cs,Br; I,0,0.188,0,Carbon,1.63,IPA >> Ethanol,FTO | SLG,TiO2-c | TiO2-mp,Unknown >> Unknown,Electrospraying >> Dropcasting,0,,1.08,0.575,3.413,0.548
Pb,FA; MA,Br; I,0,,0,SAM,1.6,Unknown,Ag,C60 | BCP,Unknown,Unknown,0,,23.75,1.175,23.88,0.8467
Pb,MA,I,1,0.0314,0,NiO-c,1.6,DMSO; GBL,Ag,C60 | bis-C60,Unknown,Spin-coating,0,100,17.53,1.04,22.48,0.75
Pb,MA,I,1,0.1,0,Spiro-MeOTAD,1.6,DMF; DMSO,Au,TiO2-c | TiO2-mp,N2,Spin-coating,0,100,14.18,1.043,20.799,0.65
Pb,Cs; FA; MA; Rb,I,0,0.08,0,PTAA,1.51,DMF,Cu,CdI2 | C60 | BCP,Unknown,Doctor blading,0,100,21.7,1.2,23.5,0.777
Pb,Cs; FA; MA,Br; I,1,0.1,0,Spiro-MeOTAD,,DMF; DMSO,Au,TiO2-c,N2,Spin-coating,0,100,19.74,1.14,22.63,0.766
Pb,MA,I,0,0.06,0,PEDOT:PSS,1.6,DMF >> none,Ag,C60; C70,N2 >> Vacuum,Spin-coating >> Evaporation,0,,14.04,0.946,21.01,0.706
Pb,MA,I,1,0.04,0,WO3,1.6,DMF; DMSO,Al,PCBM-60 | LiF,N2,Spin-coating,0,100,13.3,0.87,20.7,0.74
Pb,Cs,Br; I,0,,0,Spiro-OMeTAD,2.05,DMSO,Au,TiO2-c,Ar,Spin-coating,0,320,9.37,,10.5,0.712
Pb,MA,I,0,0.1,0,Spiro-MeOTAD,1.6,DMF,Au,TiO2-c | TiO2-mp,N2,Spin-coating,0,,9,0.79,20.3,0.555
Pb,MA,I,0,0.1,0,none,1.6,GBL,Carbon,TiO2-c | TiO2-mp | ZrO2-mp,Air,Drop-infiltration,0,50,8.5,0.9,16,0.59
Pb,MA,I,0,0.1,0,Spiro-MeOTAD | CANP | Spiro-MeOTAD,1.6,DMF,Au,none,Unknown,Spin-coating,0,100,18.89,1.124,22.96,0.732
Pb,MA,I,0,0.0725,0,PEDOT:PSS,1.6,DMF,Al,PCBM-60,N2,Spin-coating,0,90,12.3,0.98,17.29,0.727
Pb,MA,I,1,0.0625,0,PEDOT:PSS | MoS2,1.6,DMF; DMSO,Ag,PCBM-60 | Bphen,N2,Spin-coating,0,100,16.32,1,21.19,0.772
Pb; Sn,MA,Br; I,1,0.1,0,PEDOT:PSS,1.65,DMSO; GBL,Ag,PCBM-60 | bis-C60,Air,Spin-coating,0,100,11.5,0.94,16.31,0.75
Pb,Cs; FA,Br; I,1,0.1,0,V997,,DMF,Au,TiO2-c | PCBM-60,Air,Spin-coating,0,,14.02,0.93,20.93,0.71
Pb,MA,I,1,0.066,0,NiO-c | n-Butylamine,1.6,DMF; DMSO,Ag,C60 | BCP,Unknown,Spin-coating,0,100,18.5,1.08,22.5,0.779
Pb,MA,I,0,0.1,0,I2; KI; Propylene carbonate; Polyethylene glycol,1.82,Toluene,Pt | FTO,TiO2-mp | N719 | LPP,N2,Dipp-coating,0,,7.91,0.738,15.58,0.688
Sn,FA,I,0,,0,PTAA,1.41,Unknown,Au,TiO2-c,Unknown,Unknown,0,,27.04,1.1,30.836,0.7971
Pb,MA,I,0,0.09,0,NiO-c,1.6,DMF; DMSO,Ag,PCBM-60 | BCP,Unknown,Spin-coating,0,100,17.81,1.07,22.19,0.75
